Titles	Genres
William Shakespeare's Romeo + Juliet (1996)[(9, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Aladdin and the King of Thieves (1996)[(1, 0.9950000047683716), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513)]	comedy
Willy Wonka & the Chocolate Factory (1971)[(3, 0.996999979019165)]	fantasy
Sleeper (1973)[(2, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Bananas (1971)[(5, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Monty Python's Life of Brian (1979)[(4, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Great Race, The (1965)[(4, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513)]	comedy
Bonnie and Clyde (1967)[(5, 0.6010000109672546), (6, 0.3799999952316284), (1, 0.003000000026077032), (3, 0.003000000026077032), (9, 0.003000000026077032)]	romance
Dirty Dancing (1987)[(9, 0.9980000257492065)]	romance
Platoon (1986)[(0, 0.996999979019165)]	action
Weekend at Bernie's (1989)[(3, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	comedy
E.T. the Extra-Terrestrial (1982)[(0, 0.8579999804496765), (2, 0.1289999932050705), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	sci-fi
Days of Thunder (1990)[(2, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Top Gun (1986)[(1, 0.9959999918937683)]	action
People vs. Larry Flynt, The (1996)[(6, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026)]	comedy
Abyss, The (1989)[(0, 0.984000027179718), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	sci-fi
Escape from New York (1981)[(2, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	action
Monty Python and the Holy Grail (1975)[(9, 0.996999979019165)]	comedy
Wallace & Gromit: The Wrong Trousers (1993)[(7, 0.9700000286102295), (1, 0.004000000189989805), (5, 0.004000000189989805), (0, 0.003000000026077032), (2, 0.003000000026077032)]	animation
Delicatessen (1991)[(6, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Strictly Ballroom (1992)[(9, 0.9959999918937683), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	romance
Star Wars: Episode V - The Empire Strikes Back (1980)[(3, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Princess Bride, The (1987)[(1, 0.984000027179718), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	fantasy
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)[(3, 0.9959999918937683), (5, 0.0010000000474974513)]	action
Brazil (1985)[(8, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Aliens (1986)[(1, 0.996999979019165)]	sci-fi
Apocalypse Now (1979)[(8, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	action
Once Upon a Time in the West (C'era una volta il West) (1968)[(9, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Star Wars: Episode VI - Return of the Jedi (1983)[(5, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Alien (1979)[(7, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Army of Darkness (1993)[(1, 0.9959999918937683), (5, 0.0010000000474974513)]	comedy
Blues Brothers, The (1980)[(2, 0.9959999918937683), (5, 0.0010000000474974513)]	comedy
Full Metal Jacket (1987)[(0, 0.9929999709129333), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Grand Day Out with Wallace and Gromit, A (1989)[(3, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	comedy
Annie Hall (1977)[(8, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026)]	comedy
Stalker (1979)[(3, 0.9779999852180481), (1, 0.003000000026077032), (5, 0.003000000026077032), (6, 0.003000000026077032), (9, 0.003000000026077032)]	sci-fi
Terminator, The (1984)[(6, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Manhattan (1979)[(5, 0.9990000128746033)]	comedy
Graduate, The (1967)[(3, 0.9779999852180481), (1, 0.003000000026077032), (5, 0.003000000026077032), (6, 0.003000000026077032), (9, 0.003000000026077032)]	comedy
Femme Nikita, La (Nikita) (1990)[(0, 0.984000027179718), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	action
8 1/2 (8½) (1963)[(6, 0.9649999737739563), (0, 0.004000000189989805), (1, 0.004000000189989805), (2, 0.004000000189989805), (3, 0.004000000189989805)]	fantasy
Day the Earth Stood Still, The (1951)[(1, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	sci-fi
Great Escape, The (1963)[(5, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Groundhog Day (1993)[(1, 0.9950000047683716), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513)]	comedy
Back to the Future (1985)[(0, 0.9919999837875366), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Akira (1988)[(4, 0.9950000047683716), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	animation
Highlander (1986)[(4, 0.9829999804496765), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	fantasy
Cyrano de Bergerac (1990)[(5, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (6, 0.0010000000474974513)]	romance
Young Frankenstein (1974)[(6, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Fantasia (1940)[(4, 0.9769999980926514), (1, 0.003000000026077032), (3, 0.003000000026077032), (5, 0.003000000026077032), (6, 0.003000000026077032)]	animation
Somewhere in Time (1980)[(1, 0.9819999933242798), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	romance
This Is Spinal Tap (1984)[(5, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Some Kind of Wonderful (1987)[(9, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Indiana Jones and the Last Crusade (1989)[(1, 0.9980000257492065)]	action
Pink Floyd: The Wall (1982)[(8, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	animation
Forbidden Planet (1956)[(3, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (4, 0.0020000000949949026)]	sci-fi
Field of Dreams (1989)[(6, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	fantasy
When Harry Met Sally... (1989)[(7, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Alien³ (a.k.a. Alien 3) (1992)[(6, 0.9110000133514404), (2, 0.08299999684095383), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Cape Fear (1962)[(5, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (6, 0.0010000000474974513)]	action
Cat People (1982)[(0, 0.9940000176429749), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	fantasy
Star Trek: First Contact (1996)[(6, 0.996999979019165)]	sci-fi
101 Dalmatians (1996)[(6, 0.5199999809265137), (0, 0.25999999046325684), (9, 0.20499999821186066), (5, 0.003000000026077032), (1, 0.0020000000949949026)]	comedy
Die Hard 2 (1990)[(4, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513)]	action
Star Trek: The Motion Picture (1979)[(4, 0.9959999918937683), (1, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	sci-fi
Star Trek VI: The Undiscovered Country (1991)[(0, 0.9959999918937683)]	sci-fi
Star Trek II: The Wrath of Khan (1982)[(8, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	sci-fi
Star Trek III: The Search for Spock (1984)[(8, 0.9980000257492065)]	sci-fi
Star Trek IV: The Voyage Home (1986)[(9, 0.9990000128746033)]	sci-fi
Batman Returns (1992)[(7, 0.9950000047683716), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	action
Young Guns (1988)[(6, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	comedy
Under Siege (1992)[(1, 0.9860000014305115), (0, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026)]	action
Mars Attacks! (1996)[(3, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Jerry Maguire (1996)[(1, 0.9860000014305115), (0, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026)]	comedy
Raising Arizona (1987)[(9, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Sneakers (1992)[(4, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Last of the Mohicans, The (1992)[(2, 0.9959999918937683), (1, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	romance
Hamlet (1996)[(0, 0.996999979019165)]	romance
Fierce Creatures (1997)[(2, 0.9229999780654907), (1, 0.07500000298023224)]	comedy
Benny & Joon (1993)[(1, 0.9980000257492065)]	comedy
Beautician and the Beast, The (1997)[(6, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Smilla's Sense of Snow (1997)[(6, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Liar Liar (1997)[(3, 0.9959999918937683)]	comedy
Cats Don't Dance (1997)[(3, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026)]	animation
Inventing the Abbotts (1997)[(5, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	romance
Anaconda (1997)[(9, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513)]	comedy
Romy and Michele's High School Reunion (1997)[(6, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513)]	comedy
Volcano (1997)[(6, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Austin Powers: International Man of Mystery (1997)[(1, 0.996999979019165)]	comedy
Fifth Element, The (1997)[(0, 0.9980000257492065)]	sci-fi
Nowhere (1997)[(6, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Shall We Dance? (Shall We Dansu?) (1996)[(8, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Addicted to Love (1997)[(5, 0.996999979019165)]	comedy
Con Air (1997)[(0, 0.996999979019165)]	action
Pillow Book, The (1996)[(9, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Batman & Robin (1997)[(4, 0.7699999809265137), (3, 0.21699999272823334), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026)]	action
Hercules (1997)[(5, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	animation
My Best Friend's Wedding (1997)[(9, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Face/Off (1997)[(4, 0.9980000257492065)]	action
Men in Black (a.k.a. MIB) (1997)[(7, 0.996999979019165)]	sci-fi
Simple Wish, A (1997)[(8, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Contact (1997)[(6, 0.9980000257492065)]	sci-fi
G.I. Jane (1997)[(5, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	action
Conan the Barbarian (1982)[(2, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	action
Event Horizon (1997)[(9, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	sci-fi
Excess Baggage (1997)[(5, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Air Force One (1997)[(2, 0.9959999918937683), (1, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	action
Hunt for Red October, The (1990)[(4, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Game, The (1997)[(2, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
U Turn (1997)[(2, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	romance
Gattaca (1997)[(0, 0.9959999918937683)]	sci-fi
Stripes (1981)[(7, 0.9769999980926514), (1, 0.003000000026077032), (3, 0.003000000026077032), (5, 0.003000000026077032), (6, 0.003000000026077032)]	comedy
Witness (1985)[(2, 0.996999979019165)]	romance
Starship Troopers (1997)[(1, 0.9929999709129333), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Mortal Kombat: Annihilation (1997)[(5, 0.9800000190734863), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	action
Truman Show, The (1998)[(9, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Anastasia (1997)[(7, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	animation
Man Who Knew Too Little, The (1997)[(0, 0.9800000190734863), (5, 0.003000000026077032), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Alien: Resurrection (1997)[(7, 0.996999979019165)]	sci-fi
Flubber (1997)[(5, 0.9959999918937683)]	romance
Titanic (1997)[(6, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513)]	romance
Tomorrow Never Dies (1997)[(1, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Big Lebowski, The (1998)[(3, 0.9950000047683716), (1, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513), (8, 0.0010000000474974513)]	comedy
Wag the Dog (1997)[(1, 0.9850000143051147), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	comedy
Dark City (1998)[(0, 0.9819999933242798), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	sci-fi
Half Baked (1998)[(4, 0.6140000224113464), (3, 0.36800000071525574), (5, 0.003000000026077032), (0, 0.0020000000949949026), (1, 0.0020000000949949026)]	comedy
Wedding Singer, The (1998)[(5, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (6, 0.0020000000949949026)]	comedy
Sphere (1998)[(8, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
